drug,,,,ADHD-midler,ADHD-midler,Antibiotika,Antibiotika,Antidepressiva,Antidepressiva,Astma- og KOLS-midler,Astma- og KOLS-midler,Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Demensmidler,Demensmidler,Hormontilskudd ved overgangsalder,Hormontilskudd ved overgangsalder,Kolesterolsenkende midler,Kolesterolsenkende midler,Potensmidler,Potensmidler,Prevensjonsmidler unntatt spiraler og vaginalringer,Prevensjonsmidler unntatt spiraler og vaginalringer,Smertestillende midler,Smertestillende midler,Sovemidler og beroligende midler,Sovemidler og beroligende midler
,,,,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000
geography,year,age,gender,,,,,,,,,,,,,,,,,,,,,,,,
Hele landet,2013,75.000,M,2230.000,0.097,585165.125,295.343,1344916.000,77.541,4300522.500,150.595,28533716.000,661.926,355126.469,20.572,425.850,0.113,12438935.000,460.144,175074.328,72.293,,,2538810.500,340.326,2550035.250,220.685
Hele landet,2013,80.000,F,4811.333,0.204,1185643.250,381.457,2942780.250,162.636,3833198.250,141.224,27967792.000,680.461,693532.812,40.694,540188.375,101.266,8946423.000,388.475,1863.180,0.094,,,4613092.500,463.002,5825887.000,435.309
Hele landet,2013,80.000,M,3649.333,0.175,519185.938,327.460,1084717.000,88.710,3294378.750,156.584,22202496.000,706.115,429800.406,34.648,,,8439538.000,456.203,70221.266,39.945,0.000,0.000,1974235.625,352.149,2383461.500,264.862
Hele landet,2013,85.000,F,,,1005400.375,376.328,2053536.625,160.186,2113326.000,108.143,21286290.000,687.927,577352.938,47.636,363080.406,81.679,4834557.500,296.585,,,0.000,0.000,3649391.250,462.003,4786012.000,446.248
Hele landet,2013,85.000,M,,,373097.844,342.040,679489.500,100.285,1702946.500,139.136,12618140.000,714.103,305632.969,43.849,,,3826042.000,386.874,14685.556,16.489,0.000,0.000,1249187.375,355.246,1692629.500,304.392
Hele landet,2013,90.000,F,,,685430.312,338.452,1125187.625,134.388,873908.062,69.070,12702810.000,613.116,289252.531,33.828,222997.188,58.650,1517276.250,146.049,0.000,0.000,,,2404657.500,423.628,3070500.750,403.221
Hele landet,2013,90.000,M,,,198813.469,339.362,260899.875,90.044,476412.562,91.760,4834365.500,659.312,104069.203,33.835,,,925570.375,225.384,2568.112,5.067,0.000,0.000,568162.625,345.053,859422.250,323.926
Hele landet,2014,,F,5884734.000,5.523,18856014.000,272.265,64760468.000,81.466,62273760.000,90.764,232552944.000,166.413,2586981.500,3.732,22065444.000,67.846,92668464.000,92.730,81910.312,0.115,107383304.000,134.918,78494216.000,267.295,66842212.000,144.381
Hele landet,2014,,M,9518639.000,8.611,10456134.000,183.539,35066560.000,42.144,51316052.000,76.680,265358576.000,162.367,1609530.000,2.282,68626.641,0.072,134137872.000,108.976,4058148.750,31.910,21468.695,0.040,47720008.000,198.255,37929260.000,80.474
Hele landet,2014,0.000,F,0.000,0.000,240129.797,235.981,0.000,0.000,984910.688,118.175,13769.542,1.242,0.000,0.000,8025.000,0.746,,,1376.400,0.103,,,5279.783,12.461,32353.217,5.891
Hele landet,2014,0.000,M,,,279826.844,249.221,,,1524687.375,153.020,16415.125,1.263,0.000,0.000,0.000,0.000,,,1203.200,0.098,,,7882.728,15.512,39710.535,6.535
Hele landet,2014,5.000,F,138552.641,3.670,223654.609,154.825,1300.000,0.098,922777.312,61.748,20811.541,0.742,0.000,0.000,1575.000,0.130,1863.619,0.046,2278.400,0.052,0.000,0.000,15895.786,11.035,211229.984,6.676
Hele landet,2014,5.000,M,504511.250,11.598,183971.406,127.322,6845.728,0.210,1503625.375,88.890,30903.625,0.965,0.000,0.000,,,926.762,0.068,,,0.000,0.000,16231.319,11.926,432250.031,11.196
Hele landet,2014,10.000,F,747748.312,14.814,242635.156,103.905,70148.734,1.805,1038462.125,57.145,39167.543,1.639,0.000,0.000,16142.675,0.380,10212.167,0.326,2432.000,0.047,238843.047,7.773,122469.789,35.290,431245.219,12.649
Hele landet,2014,10.000,M,2218381.250,39.406,191106.953,86.459,95067.250,1.935,1622071.500,76.161,42870.637,1.361,0.000,0.000,0.000,0.000,14581.500,0.492,,,0.000,0.000,75307.758,22.881,944652.125,20.090
Hele landet,2014,15.000,F,842576.750,16.036,994475.500,259.757,1144246.750,27.393,1314939.000,61.507,113470.789,5.111,0.000,0.000,57160.344,1.389,45182.617,1.198,,,21101458.000,424.571,625615.188,130.015,664182.250,31.933
Hele landet,2014,15.000,M,1773816.875,29.030,781442.188,157.255,510519.719,10.941,1388389.500,53.151,90714.125,3.022,,,4565.470,0.078,48382.855,1.051,4233.000,0.532,1260.224,0.054,321905.312,76.334,696238.375,22.508
Hele landet,2014,20.000,F,672897.938,11.533,1154796.750,323.041,2298039.750,50.246,1245253.500,53.606,266343.406,10.592,0.000,0.000,67123.648,2.256,117817.953,2.027,1505.333,0.030,33458904.000,592.940,1189133.500,195.737,628604.438,49.432
Hele landet,2014,20.000,M,817403.250,12.259,632781.125,168.166,1248155.750,26.913,1042655.000,38.756,252924.141,5.839,,,7687.566,0.114,100953.453,1.682,18483.000,4.219,2932.112,0.097,717394.688,131.047,540578.375,32.740
Hele landet,2014,25.000,F,668945.062,9.187,1053150.500,294.222,2925006.500,58.533,1308689.125,52.659,491767.188,16.227,0.000,0.000,136935.781,4.660,147072.812,2.736,4212.000,0.076,21058228.000,409.940,1654691.625,210.829,898950.312,61.963
Hele landet,2014,25.000,M,716565.938,8.999,530957.688,156.638,1773997.625,34.637,1051924.500,38.336,579926.750,9.924,0.000,0.000,9252.142,0.124,242339.828,3.513,42653.992,7.223,2526.157,0.090,1234083.750,160.805,837275.000,43.642
Hele landet,2014,30.000,F,604887.438,7.377,982173.188,286.386,3246258.500,65.960,1421779.500,54.201,881434.500,23.385,,,258896.109,8.414,215171.984,3.890,4938.000,0.108,11952589.000,258.638,2346073.000,230.051,1278195.750,71.527
Hele landet,2014,30.000,M,715163.125,7.438,526735.375,161.047,2283821.500,40.740,1247546.750,42.114,1256478.250,18.206,,,12463.657,0.153,555257.688,8.433,78046.336,10.893,1933.449,0.096,1698608.625,182.975,1332998.750,54.992
Hele landet,2014,35.000,F,583650.188,6.776,976662.562,274.474,4059017.000,80.854,1970634.500,67.052,1855870.125,39.521,,,411565.312,11.444,403507.500,7.220,5350.316,0.128,8304584.000,173.881,3595641.500,271.423,1878380.750,89.016
Hele landet,2014,35.000,M,729424.375,6.893,557631.562,168.978,2689483.750,47.008,1569097.250,48.361,2768560.000,34.410,,,11042.372,0.102,1292964.000,18.047,139756.484,16.335,1514.000,0.068,2413430.750,206.817,1716397.375,62.757
Hele landet,2014,40.000,F,614189.625,6.151,1048577.125,259.169,5452481.500,96.491,3046457.750,78.612,4344275.000,67.648,,,733497.625,17.845,1202282.750,17.829,5806.243,0.155,6449477.000,115.254,5821076.000,317.822,3105892.250,115.299
Hele landet,2014,40.000,M,746299.625,5.959,630267.688,166.361,3368844.750,52.075,2238194.750,55.695,6360766.000,66.987,,,4997.225,0.057,3275498.250,39.450,252663.328,25.371,929.820,0.036,3779475.500,239.494,2403501.250,72.946
Hele landet,2014,45.000,F,500929.375,4.789,1077318.750,254.130,6384137.500,109.207,4004668.000,89.807,8177626.500,110.846,,,1907372.125,51.273,2620161.750,38.617,5739.329,0.127,3758976.000,65.325,7670775.000,358.272,4490274.500,144.220
Hele landet,2014,45.000,M,598880.125,4.519,663772.438,166.902,3792481.000,57.446,2892224.750,60.452,12002463.000,117.258,730.307,0.042,7621.103,0.104,6874375.000,78.466,376598.094,37.049,420.112,0.026,4972471.500,270.467,3075844.000,85.357
Hele landet,2014,50.000,F,281787.656,3.115,1097318.375,266.443,6386289.500,118.472,4684411.500,99.938,12776742.000,171.099,8267.860,0.165,4465905.500,145.479,5020798.000,79.816,4793.998,0.177,977767.125,19.493,7971714.500,380.877,5325613.000,179.498
Hele landet,2014,50.000,M,358324.875,3.046,640660.062,173.477,3576597.750,60.357,3249022.000,66.634,18982154.000,192.411,7504.081,0.191,3298.708,0.058,11205010.000,131.673,498610.625,52.214,929.000,0.035,5309659.500,287.816,3247503.250,98.665
Hele landet,2014,55.000,F,140921.609,1.711,1225945.375,289.202,6625816.500,125.277,5565078.500,113.375,18481440.000,243.439,26961.822,0.540,4707436.000,208.041,8882717.000,142.964,5674.000,0.148,74460.805,1.666,8220520.500,388.841,6574504.500,216.771
Hele landet,2014,55.000,M,199396.516,1.859,707945.875,191.995,3649937.500,65.798,4090045.250,78.453,28194314.000,291.127,27877.545,0.491,1593.893,0.037,16259755.000,197.810,600249.000,69.044,6924.000,0.044,5674730.000,305.996,3751908.250,118.025
Hele landet,2014,60.000,F,50988.586,0.755,1339176.375,311.256,6321996.000,129.977,6799278.500,130.263,24889800.000,332.252,73973.203,1.559,3279263.750,214.242,12933856.000,221.084,10406.272,0.203,5437.733,0.175,8204813.000,395.850,7207275.500,255.836
Hele landet,2014,60.000,M,87083.773,0.867,793052.188,221.146,3515227.750,68.559,5184900.500,96.477,37336668.000,402.780,57220.395,1.184,2198.179,0.055,20992524.000,280.615,651860.375,87.703,,,5611303.500,320.589,4048473.500,137.813
Hele landet,2014,65.000,F,16637.117,0.265,1580613.375,320.320,6118374.500,130.350,8785743.000,153.131,35308688.000,442.490,155327.953,3.532,2571264.500,201.074,17417922.000,304.010,11520.332,0.200,677.820,0.043,8328522.500,398.258,8016836.000,291.769
Hele landet,2014,65.000,M,35287.277,0.423,918488.688,241.575,3152908.250,66.178,7085239.000,117.716,48150472.000,513.606,128036.219,3.007,1727.511,0.100,25675838.000,365.169,679771.312,100.142,0.000,0.000,5468473.500,318.869,4191125.750,156.137
Hele landet,2014,70.000,F,4698.000,0.156,1376541.875,335.078,4199305.000,132.103,6965714.000,159.960,33749256.000,543.289,274160.844,9.045,1535268.500,172.911,15570090.000,372.077,7184.300,0.225,,,6462923.500,412.846,6528744.500,329.335
Hele landet,2014,70.000,M,9860.003,0.208,736019.875,260.968,1997682.625,65.484,5766889.000,132.070,39919928.000,597.903,224313.328,7.780,1665.741,0.104,20018238.000,429.077,418933.375,97.383,0.000,0.000,3839917.750,321.542,3136292.750,174.703
Hele landet,2014,75.000,F,9960.000,0.338,1287868.875,364.578,3401596.500,151.741,5280147.500,159.803,29780362.000,624.101,497032.031,23.213,816980.500,137.330,12305212.000,408.706,4400.568,0.182,,,5318593.000,452.717,6048754.000,397.905
Hele landet,2014,75.000,M,2848.333,0.093,586389.000,288.326,1386310.625,75.751,4340559.500,147.973,29453268.000,659.571,340168.062,19.451,396.072,0.078,13584097.000,464.612,194985.953,75.051,0.000,0.000,2694997.250,338.376,2652081.750,219.525
Hele landet,2014,80.000,F,4126.986,0.175,1210749.500,372.928,2932209.250,163.994,3812228.250,143.207,27522094.000,681.239,683364.875,39.970,533653.562,106.333,9120298.000,393.365,,,0.000,0.000,4667502.500,471.606,5655679.500,431.763
Hele landet,2014,80.000,M,1924.000,0.154,508695.562,316.774,1077855.500,88.703,3287076.750,157.069,22121236.000,708.042,427181.250,34.524,,,8828369.000,468.771,75738.953,42.320,,,1972707.375,354.175,2301447.250,263.891
Hele landet,2014,85.000,F,1236.670,0.126,1023194.438,373.940,2072297.625,162.350,2199683.750,114.033,21062622.000,691.168,585432.438,48.107,344239.656,84.103,5001094.500,304.949,,,,,3737507.250,473.092,4692483.000,448.514
Hele landet,2014,85.000,M,,,378881.125,343.300,671646.500,98.117,1728511.000,143.982,12780767.000,715.991,292727.625,42.273,0.000,0.000,4075916.500,398.527,19873.535,17.562,0.000,0.000,1280428.500,359.955,1683130.000,305.925
Hele landet,2014,90.000,F,0.000,0.000,721032.062,336.043,1121945.125,132.348,922902.938,70.125,12777398.000,617.339,279909.000,33.314,213138.562,57.817,1652943.000,154.719,0.000,0.000,,,2535469.500,432.319,3173013.250,406.566
Hele landet,2014,90.000,M,,,207507.922,333.060,269175.719,89.661,503392.250,98.687,5017743.000,658.511,101950.477,32.597,0.000,0.000,1092649.500,244.667,1852.296,5.222,0.000,0.000,630999.000,349.247,897852.250,326.123
Hele landet,2015,,F,6497957.500,5.920,18996854.000,264.987,65716376.000,82.122,64018360.000,92.033,232956960.000,166.291,2525064.000,3.598,22222406.000,68.472,95389576.000,93.194,93075.133,0.115,114180008.000,135.891,81961576.000,269.925,65331348.000,142.023
Hele landet,2015,,M,10232639.000,9.011,10416874.000,178.645,35615420.000,42.458,52302252.000,76.454,268740800.000,163.330,1638519.625,2.250,102168.164,0.101,141355632.000,110.962,4476774.000,33.317,27824.102,0.033,49426324.000,199.968,36623072.000,79.260
Hele landet,2015,0.000,F,,,214096.969,213.833,,,912048.125,106.427,13530.958,1.495,0.000,0.000,13125.000,1.189,307.143,0.045,1313.200,0.075,,,5448.539,12.049,32828.418,5.913
Hele landet,2015,0.000,M,,,251189.234,228.023,,,1437653.000,140.760,16422.312,1.276,0.000,0.000,0.000,0.000,,,1528.400,0.085,0.000,0.000,7339.072,14.769,40044.969,6.729
Hele landet,2015,5.000,F,142557.641,3.661,216439.469,147.588,2707.333,0.083,889236.188,59.094,21137.584,0.756,0.000,0.000,1350.000,0.109,3386.667,0.058,1543.200,0.045,0.000,0.000,14165.417,9.629,187733.125,6.821
Hele landet,2015,5.000,M,535669.688,11.659,181354.594,122.325,7716.671,0.262,1448929.750,83.153,28503.709,0.998,0.000,0.000,0.000,0.000,2065.952,0.055,1433.600,0.037,,,15738.344,11.093,407230.594,10.995
Hele landet,2015,10.000,F,765409.688,15.122,229628.297,98.949,69196.492,1.927,1015093.875,56.336,48226.375,1.760,,,13465.107,0.307,12861.143,0.420,3537.600,0.047,253468.359,8.055,115277.258,33.245,389986.625,12.095
Hele landet,2015,10.000,M,2247167.250,39.277,181830.297,81.683,92930.664,1.984,1619788.500,75.060,50101.168,1.536,0.000,0.000,,,19649.953,0.550,,,0.000,0.000,69036.328,21.245,825326.875,18.672
Hele landet,2015,15.000,F,858992.562,16.665,992892.562,256.109,1232658.500,28.915,1340166.500,64.106,132150.609,5.783,0.000,0.000,56564.969,1.324,52364.094,1.292,3960.800,0.057,24112892.000,426.215,661250.438,129.809,600415.688,31.949
Hele landet,2015,15.000,M,1790990.375,28.959,754216.625,155.676,513390.062,11.305,1338302.625,51.952,102741.195,2.998,,,8713.576,0.131,47879.547,1.081,2845.200,0.711,2517.820,0.054,335328.719,75.034,580435.438,20.914
Hele landet,2015,20.000,F,716656.188,12.198,1111047.875,308.532,2388706.000,52.572,1240544.500,53.530,265425.469,11.265,,,65114.148,2.230,121401.398,2.072,,,34503824.000,594.625,1184284.500,194.147,618132.438,49.755
Hele landet,2015,20.000,M,894067.125,13.590,616081.750,161.646,1297022.875,27.477,1059178.625,38.302,252520.000,5.742,,,17059.068,0.273,106179.734,1.827,21542.000,4.342,1176.000,0.057,737336.688,130.220,490946.312,31.506
Hele landet,2015,25.000,F,816582.625,10.458,1048257.875,282.819,3148967.750,60.415,1356164.125,51.866,536366.125,17.058,0.000,0.000,154318.547,5.082,164454.578,2.753,4607.248,0.091,22763670.000,417.756,1799912.250,210.711,945807.250,62.251
Hele landet,2015,25.000,M,827559.188,10.264,522773.594,148.438,1896084.250,35.805,1099011.000,38.593,600349.188,10.051,,,14740.133,0.175,261970.016,4.119,46220.000,7.608,3192.897,0.077,1276994.875,159.897,806736.812,43.632
Hele landet,2015,30.000,F,696544.562,8.261,958281.062,273.570,3369714.500,67.329,1447287.875,54.494,896998.562,24.434,,,285328.875,8.763,220187.750,4.024,4292.000,0.077,12329323.000,258.697,2476412.000,230.250,1247225.500,71.205
Hele landet,2015,30.000,M,825948.688,8.632,513436.625,151.913,2281715.750,40.658,1247423.625,40.614,1229510.875,18.068,,,12316.024,0.156,529894.625,8.129,84281.992,11.234,3680.000,0.078,1766364.250,182.639,1196588.750,53.444
Hele landet,2015,35.000,F,647789.188,7.317,932959.625,263.684,4075657.750,80.424,1944796.000,65.408,1864494.125,39.627,,,436533.312,11.769,412026.594,7.366,6205.500,0.109,8387141.500,173.514,3728716.250,269.390,1770797.625,86.669
Hele landet,2015,35.000,M,778905.812,7.508,537785.562,160.229,2664525.000,46.378,1577064.500,46.513,2740585.500,34.442,,,20112.430,0.203,1315151.250,18.073,146555.297,16.826,2344.000,0.056,2463424.000,208.253,1635719.000,61.162
Hele landet,2015,40.000,F,671032.750,6.727,1018844.000,250.045,5420048.000,96.982,3013851.500,79.407,4282491.500,67.186,,,763765.500,18.256,1142848.250,17.229,10365.076,0.167,6580039.000,117.075,5959998.000,317.677,2918813.000,113.306
Hele landet,2015,40.000,M,821911.875,6.492,604366.625,160.555,3321133.750,52.791,2234894.000,55.041,6230487.500,66.401,,,7484.054,0.084,3224497.250,39.764,285440.094,27.121,522.461,0.037,3758879.000,238.400,2234838.000,71.322
Hele landet,2015,45.000,F,586495.312,5.421,1085325.500,249.372,6460424.000,110.223,4165386.750,92.644,8089681.500,109.461,2164.521,0.044,1955716.625,50.628,2630057.500,38.508,5444.000,0.121,4034109.000,68.898,8087051.000,362.391,4325273.500,140.860
Hele landet,2015,45.000,M,687426.750,5.266,670504.062,165.452,3823292.500,57.326,2974280.750,61.560,12114870.000,117.254,534.789,0.026,6676.536,0.103,7007704.500,78.433,426809.281,39.534,,,5167007.000,270.226,2902901.500,84.592
Hele landet,2015,50.000,F,336423.375,3.488,1137718.750,263.418,6494816.500,119.054,4856217.000,102.424,12850203.000,170.050,9857.407,0.162,4550789.000,142.180,5061943.000,78.035,9520.000,0.191,1120830.625,21.930,8580574.000,390.033,5172350.000,174.190
Hele landet,2015,50.000,M,434390.438,3.576,660060.562,170.257,3754258.000,61.697,3433788.000,69.312,19039950.000,190.221,7920.590,0.181,3970.628,0.062,11580213.000,131.568,555231.000,53.760,,,5583407.500,291.884,3113690.250,97.466
Hele landet,2015,55.000,F,162898.391,1.984,1227661.750,284.815,6595104.500,125.251,5672308.000,116.790,18282914.000,239.545,24164.766,0.499,4692218.500,205.539,8806387.000,140.600,4724.000,0.128,87307.242,1.933,8493086.000,393.803,6283373.500,211.248
Hele landet,2015,55.000,M,229587.781,2.158,701134.625,190.125,3593220.250,65.085,4151475.750,80.760,28039630.000,287.929,25628.846,0.450,3762.759,0.055,16607263.000,197.833,665071.312,71.899,676.000,0.049,5887283.000,310.417,3626762.750,114.027
Hele landet,2015,60.000,F,54272.805,0.848,1377094.375,306.082,6408131.000,129.835,6927046.000,135.957,24778976.000,327.710,75583.602,1.455,3245172.500,213.712,13066704.000,218.131,7946.040,0.193,5533.821,0.138,8597334.000,401.659,7020269.500,248.604
Hele landet,2015,60.000,M,98995.375,1.027,803223.562,219.876,3514316.500,67.823,5193768.000,99.238,37165448.000,398.939,63103.684,1.265,3135.861,0.109,21660516.000,279.933,699956.938,89.202,,,5738171.000,322.991,3947369.250,135.373
Hele landet,2015,65.000,F,22018.000,0.356,1603400.875,317.730,6162652.500,131.559,8818825.000,155.250,34017476.000,432.529,155683.609,3.569,2480458.750,202.603,17525150.000,300.264,12175.676,0.228,,,8563380.000,403.866,7819084.500,285.114
Hele landet,2015,65.000,M,38031.922,0.413,921722.250,240.702,3228153.000,67.276,6973438.500,120.084,47454108.000,509.743,142336.734,3.122,1910.064,0.078,26611348.000,365.847,718532.625,102.693,,,5586219.000,323.103,4125944.000,155.023
Hele landet,2015,70.000,F,8108.000,0.229,1483226.250,331.425,4436007.500,129.875,7753720.500,167.725,35904732.000,542.569,281641.250,8.891,1600382.750,175.463,16892820.000,370.893,7890.624,0.201,756.000,0.046,7008130.000,415.346,6762698.000,321.674
Hele landet,2015,70.000,M,12691.021,0.213,803197.875,260.600,2158267.750,65.595,6455541.500,139.609,42996416.000,599.462,227841.875,7.470,1389.848,0.087,22519648.000,434.656,495363.062,101.775,0.000,0.000,4203761.000,324.086,3306132.750,171.869
Hele landet,2015,75.000,F,8717.333,0.327,1351847.750,360.066,3476607.250,150.075,5544185.000,166.283,30402294.000,620.934,487606.438,21.590,844858.000,142.882,12978207.000,409.220,4764.372,0.226,,,5603578.000,456.864,6106621.500,388.019
Hele landet,2015,75.000,M,3909.333,0.119,605248.000,284.368,1486434.500,75.581,4483931.500,149.458,30711498.000,656.317,363828.875,19.169,,,14982014.000,470.876,217643.984,75.329,0.000,0.000,2871135.000,346.928,2654149.000,213.513
Hele landet,2015,80.000,F,1728.333,0.113,1213813.000,372.486,2812617.250,161.423,3812326.500,149.046,26772588.000,678.040,666173.000,39.357,515956.469,109.254,9290565.000,396.371,1243.880,0.081,0.000,0.000,4624158.500,476.293,5405931.000,423.914
Hele landet,2015,80.000,M,2046.667,0.199,488584.250,317.884,1059001.250,86.341,3250793.750,159.462,21745106.000,706.918,409455.406,33.438,,,9201872.000,473.604,84734.484,44.577,0.000,0.000,2009836.625,357.744,2184322.000,255.525
Hele landet,2015,85.000,F,1592.667,0.126,1054658.625,371.559,2071390.125,163.205,2347337.750,120.073,20952242.000,691.817,560410.438,47.017,332253.219,86.453,5267136.000,314.924,,,0.000,0.000,3860541.500,482.602,4598991.000,443.019
Hele landet,2015,85.000,M,2150.000,0.179,379441.562,337.216,652298.562,96.541,1750793.250,144.169,12987128.000,712.770,300729.281,41.446,0.000,0.000,4473489.000,410.533,20225.305,18.579,0.000,0.000,1291405.750,364.978,1648244.625,298.771
Hele landet,2015,90.000,F,,,739659.500,339.112,1090820.875,130.730,961817.125,75.605,12845030.000,612.579,260808.656,30.074,215035.016,59.754,1740767.375,158.503,,,,,2598276.250,438.647,3125016.000,399.568
Hele landet,2015,90.000,M,,,220722.250,349.341,271658.969,91.554,572194.062,108.938,5235415.500,674.489,94937.836,28.900,0.000,0.000,1204122.750,261.263,2200.000,5.795,0.000,0.000,657656.688,362.017,895688.938,325.873
Hele landet,2016,,F,7121983.000,6.358,18695500.000,254.686,66915728.000,83.127,65981652.000,93.317,236063760.000,167.429,2466613.000,3.533,22608626.000,70.034,98155336.000,94.711,102843.273,0.118,122183784.000,136.051,85653688.000,272.368,65596592.000,142.223
